Accident_Id;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202200000118;22;10;2022;13:30;1;17;17307;1;1;1;6;171 Route de Rochefort;45,7043210000; -0,9248260000
202200000119;11;10;2022;16:00;1;33;33238;2;1;3;3;19 Avenue de la Brède;44,7244980000; -0,5950160000
202200000120;10;9;2022;16:00;1;56;56262;2;1;1;3;Rue du General de Gaulle;47,6382310000; -2,9528660000
202200000121;21;10;2022;15:50;1;60;60533;2;1;1;6;14 Rue Georges Latapie;49,5410810000;2,7454340000
202200000122;22;10;2022;17:25;1;02;02163;1;1;1;2;;48,9721000000;3,2805820000
202200000123;21;10;2022;11:54;1;13;13071;1;1;1;5;A7-Sens Marseille vers Lyon;43,4165772776;5,2761912345
202200000124;20;10;2022;18:45;3;69;69029;1;1;1;5;Boulevard Laurent Bonnevay;45,7396600000;4,9047800000
202200000125;20;10;2022;07:00;3;69;69276;1;1;3;2;Autoroute 7 ;45,6724209559;4,8474758863
202200000126;21;10;2022;14:20;1;33;33249;1;1;1;4;ROUTE NATIONALE 230;44,8703800000; -0,5054400000
202200000127;21;10;2022;15:45;1;33;33167;1;1;1;7;ROUTE NATIONALE 230;44,8441100000; -0,5028200000
202200000128;20;10;2022;09:00;1;33;33119;1;1;1;2;ROUTE NATIONALE 230;44,8636610000; -0,5039290000
202200000129;21;10;2022;12:15;1;91;91692;1;1;1;7;RN 118;48,6692800000;2,1943400000
202200000130;21;10;2022;13:13;1;91;91521;1;1;1;5;AUTOROUTE A6;48,6362800000;2,4000500000
202200000131;21;10;2022;11:35;1;91;91434;1;1;1;4;AUTOROUTE A6;48,6681500000;2,3548000000
202200000132;21;10;2022;13:25;1;91;91339;1;9;1;2;RN 104;48,6252100000;2,2626200000
202200000133;21;10;2022;05:30;3;91;91064;1;1;3;7;RN 118;48,7503500000;2,2215700000
202200000134;20;10;2022;23:53;3;91;91064;1;1;2;7;RN 118;48,7670300000;2,2299400000
202200000135;21;10;2022;07:50;5;78;78124;1;1;2;1;SE A14;48,9127540000;2,1725530000
202200000136;21;10;2022;17:15;1;93;93007;1;1;1;2;AUTOROUTE A1;48,9477454931;2,4439196803
202200000137;21;10;2022;08:50;1;93;93010;1;1;2;2;AUTOROUTE A3;48,9037100000;2,4712500000
202200000138;21;10;2022;13:00;1;94;94069;1;1;1;6;A4;48,8175715400;2,4363184350
202200000139;21;10;2022;05:10;3;94;94028;1;1;2;6;RN406.W;48,7760253175;2,4435371724
202200000140;15;7;2022;03:26;5;92;92044;2;2;1;3;ANA.FRANCE(RUE)77A139 ET 74A124;48,8922288352;2,2849167287
202200000141;20;10;2022;21:10;5;75;75116;2;4;2;3;PORTE D AUTEUIL;48,8508680000;2,2518930000
202200000142;20;10;2022;19:47;5;75;75116;2;1;3;5;PORTE MAILLOT;48,8763230000;2,2785250000
202200000143;20;10;2022;19:10;5;75;75117;2;1;3;2;PORTE DE CHAMPERRET;48,8852770000;2,2871230000
202200000144;20;10;2022;07:20;2;75;75116;2;1;2;5;PORTE DAUPHINE;48,8698870000;2,2715100000
202200000145;19;10;2022;15:20;1;75;75114;2;1;1;4;PORTE DE CHATILLON;48,8217520000;2,3179320000
202200000146;20;10;2022;18:30;5;75;75106;2;4;3;3;BOULEVARD DU MONTPARNASSE;48,8450970000;2,3201020000
202200000147;20;10;2022;12:00;1;75;75105;2;3;1;3;BOULEVARD DE PORT ROYAL;48,8395520000;2,3372710000
202200000148;20;10;2022;20:15;5;75;75118;2;3;2;6;RUE ORDENER;48,8908920000;2,3532080000
202200000149;20;10;2022;19:30;5;75;75117;2;4;2;6;AVENUE DE VILLIERS;48,8817740000;2,3143470000
202200000150;20;10;2022;18:13;1;75;75116;2;7;1;7;PLACE VICTOR HUGO;48,8697880000;2,2856150000
202200000151;20;10;2022;08:25;1;75;75116;2;2;1;4;ROUTE DE SURESNES;48,8663180000;2,2315670000
202200000152;20;10;2022;08:18;2;75;75115;2;1;2;7;AVENUE DU MAINE;48,8406100000;2,3214980000
202200000153;20;10;2022;06:43;2;75;75115;2;3;2;6;BOULEVARD DE VAUGIRARD;48,8418010000;2,3190500000
202200000154;20;10;2022;11:50;1;75;75114;2;3;1;6;RUE D ALESIA;48,8278460000;2,3289100000
202200000155;20;10;2022;18:15;5;75;75113;2;1;1;6;AVENUE DE CHOISY;48,8209490000;2,3640280000
202200000156;17;10;2022;10:16;1;75;75112;2;1;2;3;BOULEVARD DE BERCY;48,8395040000;2,3848970000
202200000157;20;10;2022;19:20;5;75;75111;2;1;3;6;RUE RICHARD LENOIR;48,8549840000;2,3821120000
202200000158;9;8;2022;12:28;1;65;65286;2;4;1;2;VIZENS (AVENUE DE);43,1061020000; -0,0633830000
202200000159;9;8;2022;21:20;2;64;64260;2;1;1;3;Rue des cèdres;43,3681070000; -1,7657540000
202200000160;8;8;2022;22:15;5;64;64445;2;6;1;3;rond point eric tabarly;43,3185100000; -0,3603000000
202200000161;24;6;2022;10:25;2;62;62510;2;1;1;7;Rue Germain Delebecque;50,4264390000;2,7750820000
202200000162;9;8;2022;13:45;1;59;59386;2;2;1;3;LILLE RUE DE;50,6658500000;3,0640600000
202200000163;12;7;2022;07:40;1;59;59350;2;2;1;3;DELESPAUL, Barthélémy, rue;50,6242500000;3,0612700000
202200000164;7;8;2022;04:23;5;49;49007;2;1;1;7;POISSONNERIE;47,4731200000; -0,5563700000
202200000165;9;8;2022;09:27;1;45;45234;2;3;1;3;5 Rue Georges Pompidou;47,8868310000;1,9032070000
202200000166;9;8;2022;07:40;1;45;45302;2;6;1;3;75 Rue des Sables de Sary;47,9473500000;1,8652800000
202200000167;19;6;2022;21:10;2;42;42218;2;3;1;1;Rue du Guizay;45,4129200000;4,3963100000
202200000168;9;8;2022;10:45;1;38;38185;2;1;1;6;Boulevard Joseph Vallier;45,1802300000;5,7115700000
202200000169;9;8;2022;03:47;3;37;37214;2;1;1;6;LOIRE (QUAI DE LA);47,3969983917;0,6635409594
202200000170;8;8;2022;17:35;1;34;34301;2;1;1;6;Promenade Jean-Baptiste Marty;43,3958000000;3,6951300000
202200000171;9;8;2022;05:10;5;33;33119;2;1;1;6;Cours de Verdun;44,8485100000; -0,5373400000
202200000172;9;8;2022;19:10;1;33;33009;2;1;7;3;GOSLAR (QUAI DE);44,6619000000; -1,1491000000
202200000173;9;8;2022;09:28;1;32;32013;1;1;1;2;TOULOUSE (ROUTE DE);43,6537800000;0,6119490000
202200000174;9;8;2022;16:45;1;31;31555;1;1;1;3;38 LE CHAPITRE (A64);43,5631600000;1,4180500000
202200000175;8;8;2022;18:20;1;27;27229;2;3;1;3;BOTTOLIER (RUE);49,0149600000;1,1603900000
202200000176;8;8;2022;15:10;1;17;17300;2;1;1;3;CORDELIERS  AVENUE DES;46,1660000000; -1,1418400000
202200000177;9;8;2022;20:45;2;13;13117;2;1;1;3;PADOVANI ( AVE );43,4333300000;5,2625200000
202200000178;9;8;2022;05:45;3;13;13054;2;3;1;3;LACANAU (AV DE );43,4074800000;5,2273800000
202200000179;9;8;2022;14:20;1;13;13201;2;3;1;1;BELSUNCE (COURS);43,2979900000;5,3768000000
202200000180;9;8;2022;10:00;1;13;13206;2;3;1;3;BRETEUIL (RUE);43,2899500000;5,3759200000
202200000181;9;8;2022;18:45;1;12;12100;2;1;1;2;Rue Jean Moulin;44,5352000000;2,3185700000
202200000182;9;8;2022;01:25;3;11;11069;1;1;1;6;;43,1911100000;2,3318100000
202200000183;9;8;2022;17:55;1;75;75113;2;1;1;2;QUAI D IVRY;48,8264910000;2,3891460000
202200000184;9;8;2022;02:30;5;75;75120;2;2;1;3;RUE DES PYRENEES;48,8591630000;2,4021270000
202200000185;8;8;2022;22:00;5;75;75120;2;4;1;3;RUE BELGRAND;48,8646200000;2,4058370000
202200000186;9;8;2022;11:20;1;75;75116;2;4;1;6;AVENUE THEOPHILE GAUTIER;48,8511780000;2,2751510000
202200000187;8;8;2022;12:46;1;75;75112;2;2;1;3;BOULEVARD DIDEROT;48,8473450000;2,3867860000
202200000188;9;8;2022;10:57;1;75;75110;2;4;1;6;RUE LA FAYETTE;48,8815931130;2,3657324910
202200000189;9;8;2022;16:45;1;75;75108;2;4;1;6;BOULEVARD DES BATIGNOLLES;48,8822360000;2,3217280000
202200000190;9;8;2022;08:30;1;75;75108;2;2;7;6;RUE ROQUEPINE;48,8733930000;2,3195740000
202200000191;8;8;2022;23:50;5;75;75108;2;7;1;3;PLACE CHARLES DE GAULLE;48,8735268865;2,2958260775
202200000192;9;8;2022;17:15;1;75;75102;2;7;1;6;RUE DU QUATRE SEPTEMBRE;48,8702990000;2,3327030000
202200000193;8;8;2022;16:34;1;75;75101;2;3;1;3;RUE DU LOUVRE;48,8630280000;2,3419180000
202200000194;9;8;2022;20:40;1;94;94067;2;2;1;5;FOCH (AV);48,8448600000;2,4210000000
202200000195;9;8;2022;12:20;1;94;94078;2;1;1;6;Avenue Carnot;48,7329600000;2,4502200000
202200000196;9;8;2022;23:39;5;94;94028;2;2;1;3;Rue Juliette Savar / Rue René Arcos;48,7779200000;2,4667300000
202200000197;9;8;2022;00:35;5;94;94078;2;3;1;3;Avenue du 8 Mai 1945 / Pont de Villeneuve-le-Roi;48,7276400000;2,4455700000
202200000198;9;8;2022;20:50;2;93;93046;2;3;1;3;Avenue Winston Churchill / Allée des Aubépines;48,9130214993;2,5386958396
202200000199;9;8;2022;08:40;1;93;93066;2;1;1;2;Avenue des Fruitiers;48,9188500000;2,3545600000
202200000200;9;8;2022;15:05;1;93;93007;2;2;1;3;Rue Kléber / Avenue Baptiste Hurel;48,9338819944;2,4653543914
202200000201;8;8;2022;11:05;1;93;93001;2;3;1;1;Avenue Jean Jaurès / Rue de Presles;48,9076193213;2,3962568616
202200000202;9;8;2022;15:00;1;92;92078;2;1;1;3;MARECHAL LECLERC (AVENUE) (PAIRS);48,9379880000;2,3241900000
202200000203;9;8;2022;19:40;1;92;92064;2;3;1;7;REPUBLIQUE;48,8442803244;2,2075653076
202200000204;9;8;2022;17:00;1;92;92044;2;2;1;3;DANTON(RUE) 1A73 ET 2A88;48,8904197242;2,2836719155
202200000205;9;8;2022;19:10;2;92;92012;2;6;7;6;MARECHAL DE LATTRE DE TASSIGNY (AVENUE);48,8407128516;2,2281448245
202200000206;9;8;2022;20:50;1;35;35145;2;8;1;6;Port de Roche;47,7394820000; -1,8459020000
202200000207;9;8;2022;15:20;1;47;47124;1;1;1;6;Route de Monflanquin;44,5004294896;0,8485872226
202200000208;7;8;2022;07:00;1;86;86224;1;1;1;6;D22;46,9071610000;0,4390450000
202200000209;10;8;2022;05:45;1;972;97218;1;1;2;3;N3;14,7428450000; -61,0986190000
202200000210;6;8;2022;19:00;1;35;35156;1;1;1;7;D68;48,3056700000; -1,9459460000
202200000211;16;7;2022;03:10;3;01;01285;2;1;1;3;72 Route de Lyon;45,9211620000;4,8138890000
202200000212;9;8;2022;15:55;1;29;29020;1;1;1;6;N165;48,1038080910; -4,0305302350
202200000213;9;8;2022;19:39;1;22;22020;1;1;1;7;RN12;48,3128700000; -2,2420260000
202200000214;6;8;2022;09:55;1;74;74043;2;1;1;6;Avenue du Leman;46,2655940000;6,3727030000
202200000215;9;8;2022;11:00;1;51;51621;2;1;1;7;Rue Dieu;49,1903030000;4,8906400000
202200000216;9;8;2022;18:15;1;79;79196;1;1;1;7;;46,9447150000; -0,1325600000
202200000217;21;7;2022;10:05;1;79;79284;2;1;1;3;10 Rue du Député Disleau;46,4433600000; -0,4476800000
202200000218;8;8;2022;16:50;1;2A;2A032;2;1;1;6;D 55 B;41,9149960000;8,8390910000
202200000219;10;8;2022;15:25;1;2B;2B077;1;4;1;3;CORSO;42,4639570000;9,4959910000
202200000220;10;8;2022;10:15;1;71;71543;2;2;1;3;Rue Jean Jaurès;46,5639910000;4,9121120000
202200000221;29;6;2022;07:30;1;42;42161;1;1;1;6;Route de Régny;45,9756850000;4,1375180000
202200000222;9;8;2022;03:25;4;46;46038;2;6;1;7;Avenue Guerin de Castelnau;44,9125400000;1,8417660000
202200000223;8;8;2022;10:40;1;39;39478;2;1;1;6;1 Avenue de Belfort;46,3909090000;5,8642910000
202200000224;8;8;2022;22:25;5;35;35049;2;1;1;6;Avenue du Général de Gaulle;48,6771230000; -1,8563840000
202200000225;10;8;2022;04:20;3;02;02290;1;1;1;6;1a Aulnois;49,0180690000;3,3760270000
202200000226;9;8;2022;08:00;1;01;01039;2;1;1;2;route de bourgogne;45,8576410000;5,7427700000
202200000227;10;8;2022;08:00;1;01;01402;1;1;1;6;1658 Route de Cuisery;46,5148930000;4,9795750000
202200000228;6;8;2022;00:10;3;72;72251;1;1;1;7;Lieu Dit Lombray;48,2702540000;0,1969650000
202200000229;9;8;2022;17:10;1;72;72283;1;1;1;6;Le Pont de Pierres;47,6312440000;0,3053510000
202200000230;9;8;2022;20:40;1;14;14370;2;2;1;3;D10;49,2266840000; -0,8712240000
202200000231;10;8;2022;13:45;1;05;05010;2;1;1;1;Route de Grenoble;44,5236820000;5,7574130000
202200000232;7;8;2022;11:33;1;18;18175;1;1;1;7;Les Soutrins;46,9210910000;2,7681900000
202200000233;8;8;2022;11:20;1;17;17249;1;2;1;3;D142e2;45,3968490000; -0,3070590000
202200000234;10;8;2022;09:35;1;19;19180;1;1;1;7;;45,5113510000;2,2201930000
202200000235;10;8;2022;02:40;3;76;76401;1;1;1;6;D913;49,4181300000;0,7955500000
202200000236;9;8;2022;18:16;1;73;73296;1;1;1;6;D87A;45,4933200000;6,9261350000
202200000237;8;8;2022;21:30;3;971;97103;1;1;1;6;La Jaille;16,2521140000; -61,5840770000
202200000238;9;8;2022;16:45;1;987;98738;2;3;2;3;PK 9; -17,5580000000; -149,4760000000
202200000239;10;8;2022;03:50;3;971;97107;1;1;1;1;lieu dit bananier - RN1;15,9968100000; -61,6070800000
202200000240;9;8;2022;17:11;3;91;91587;1;1;1;2;N20;48,6952660000;2,2857360000
202200000241;8;8;2022;11:20;1;78;78506;1;2;1;3;D177;48,4986640000;1,8152330000
202200000242;9;8;2022;10:35;1;2A;2A215;1;2;1;6;spartano - RT40;41,5022560000;9,0300940000
202200000243;10;8;2022;20:40;2;66;66088;1;3;1;1;;42,6802350000;2,6301630000
202200000244;11;7;2022;19:00;1;66;66227;2;6;1;3;;42,6403780000;2,9098050000
202200000245;6;8;2022;17:00;1;13;13081;2;6;1;3;Avenue de Verdun/ D55;43,4861990000;5,2302550000
202200000246;9;8;2022;07:30;1;67;67481;1;2;1;3;D5;48,3758790000;7,4885020000
202200000247;9;8;2022;11:45;1;63;63038;1;1;1;6;D978;45,5086274897;2,9099929333
202200000248;10;8;2022;11:30;1;74;74136;2;1;1;5;626 Route du Chinaillon;45,9428240000;6,4246420000
202200000249;10;8;2022;01:00;3;73;73071;1;1;1;6;D91D;45,4493112809;6,6945991516
202200000250;10;8;2022;10:30;1;42;42094;2;1;1;6;6 Rue de la Loire;45,7433500000;4,2208980000
202200000251;10;8;2022;12:58;1;26;26074;1;3;1;1;D611;44,9690260000;5,4290700000
202200000252;10;8;2022;15:45;1;17;17278;1;1;1;2;N150;45,6998180000; -0,7982070000
202200000253;10;8;2022;07:55;1;29;29169;1;1;1;3;Route de Guengat;48,0721510000; -4,1935530000
202200000254;6;8;2022;11:45;1;22;22054;1;1;1;-1;La Croix Rouge;48,5996430000; -2,4631910000
202200000255;9;8;2022;20:00;2;60;60620;2;9;1;1;;49,3319710874;2,1755053996
202200000256;5;8;2022;19:10;1;59;59139;2;6;1;6;Boulevard du 8 Mai 1945;50,1257279374;3,4225577116
202200000257;10;8;2022;07:15;1;59;59268;1;6;7;2;rue du grand chemin;50,6341790000;2,7378700000
202200000258;8;8;2022;11:50;1;13;13071;1;1;1;7;A55-Sens Martigues vers Marseille;43,3909700000;5,3012400000
202200000259;9;8;2022;09:40;1;92;92025;1;1;1;5;A86;48,9189886921;2,2237886747
202200000260;8;8;2022;09:20;1;78;78043;1;1;1;2;A12 W;48,8275900000;2,0778740000
202200000261;9;8;2022;18:00;1;93;93027;1;1;1;4;AUTOROUTE A86;48,9240500000;2,3875300000
202200000262;9;8;2022;13:35;1;75;75112;1;1;1;2;A4;48,8220360000;2,4623560000
202200000263;9;8;2022;12:10;1;77;77249;1;1;1;2;RN104;48,7348200000;2,6110700000
202200000264;9;8;2022;09:00;1;77;77337;1;1;1;2;A4;48,8301300000;2,6142300000
202200000265;8;8;2022;11:10;1;94;94073;1;1;1;3;A86 INT;48,7707911137;2,3864331060
202200000266;8;8;2022;20:00;1;59;59512;2;1;1;2;ALGER  (RUE D');50,7011500000;3,1919100000
202200000267;8;8;2022;21:12;5;68;68224;2;3;1;7;SCHUMAN (AVENUE ROBERT);47,7530900000;7,3439800000
202200000268;21;5;2022;14:30;1;45;45234;2;1;1;4;30 Quai du Châtelet;47,8980053910;1,9103376567
202200000269;30;4;2022;21:25;3;42;42031;2;1;1;3;Route de Saint-maurice;45,4040300000;4,2350000000
202200000270;8;8;2022;22:45;5;69;69388;2;1;1;6;Boulevard Pinel;45,7290662010;4,8866817355
202200000271;7;5;2022;19:35;2;69;69383;2;1;1;6;Rue Villeroy;45,7549730489;4,8492624033
202200000272;8;8;2022;18:00;1;69;69259;2;2;1;3;Avenue Viviani;45,7243852006;4,8713395000
202200000273;8;8;2022;13:40;1;972;97213;1;1;1;3;ROUTE DEPARTEMENTALE 14;14,6202300000; -61,0214800000
202200000274;7;8;2022;20:15;5;972;97209;2;3;1;3;GENERAL DE GAULLE (BLD DU);14,6076400000; -61,0689500000
202200000275;7;8;2022;19:30;5;972;97209;1;1;1;2;BEAUSEJOUR JAMBETTE (ROUTE);14,6423200000; -61,0426800000
202200000276;7;5;2022;17:10;1;91;91184;1;1;1;1;D449;48,4091920000;2,3801980000
202200000277;9;8;2022;00:40;5;2B;2B033;2;1;1;1;VEZZANI - RUE CESAR;42,6872200000;9,4457900000
202200000278;7;5;2022;10:50;1;34;34157;1;1;1;3;D51;43,4272740000;3,5589050000
202200000279;8;8;2022;07:05;1;2B;2B033;2;1;1;2;TUNNEL;42,6941000000;9,4523000000
202200000280;6;5;2022;17:40;1;84;84122;1;1;9;1;3489 Route de la Garrigue de l Etang;44,1212010000;4,9697400000
202200000281;7;5;2022;07:40;1;25;25465;1;1;1;6;Chatel;47,3289720000;6,3648940000
202200000282;7;8;2022;10:00;1;971;97101;2;3;2;3;ROUTE DES ABYMES;16,2537000000; -61,5234800000
202200000283;5;8;2022;07:30;1;971;97101;1;3;2;6;ROUTE DE COMA;16,2654000000; -61,4688600000
202200000284;6;5;2022;14:40;1;69;69294;2;3;1;2;Rue de la Sarraziniere;45,6284900000;4,8203900000
202200000285;7;8;2022;11:45;1;2A;2A004;2;1;1;2;SAMPIERO BD;41,9248900000;8,7389400000
202200000286;6;5;2022;12:00;1;85;85092;2;1;1;3;RD65;46,4657900000; -0,7934550000
202200000287;8;8;2022;21:20;2;95;95585;2;1;1;2;Avenue de la Division Leclerc;48,9824936999;2,3701822758
202200000288;7;5;2022;17:15;1;85;85296;1;1;1;1;La Marzelle;46,8995750000; -0,8402400000
202200000289;7;5;2022;11:40;1;14;14047;2;1;2;7;D613;49,2836490000; -0,7050390000
202200000290;8;8;2022;16:50;1;91;91286;2;1;1;6;CORBEIL (ROUTE DE);48,6532500000;2,3946900000
202200000291;5;7;2022;17:40;1;89;89342;1;1;1;1;;48,2432600000;3,2533000000
202200000292;7;5;2022;11:42;1;60;60252;1;1;1;7;D55;49,4596790000;2,3843430000
202200000293;7;5;2022;15:00;1;60;60575;1;3;1;3;D1001;49,3004980000;2,1972760000
202200000294;7;8;2022;20:00;1;77;77181;2;1;7;6;RUCHERIE  (RUE DE  LA);48,8243000000;2,7070000000
202200000295;8;8;2022;16:30;1;77;77186;1;2;1;3;D148 / D301;48,3766200000;2,7395900000
202200000296;7;5;2022;12:30;1;62;62870;1;1;1;1;AUTOROUTE A16;50,4141860000;1,6937510000
202200000297;8;8;2022;08:45;1;76;76540;2;2;1;6;Rue de Bapeaume;49,4526500000;1,0565800000
202200000298;4;5;2022;20:30;5;13;13212;1;1;1;6;A507 sens Aubagne- Marseille;43,2949000000;5,4262400000
202200000299;7;8;2022;21:15;5;76;76484;2;1;1;3;Avenue du Général de Gaulle;49,3432530276;1,0908114910
202200000300;5;5;2022;07:30;1;13;13005;1;1;1;2;A50-Sens Marseille vers Aubagne;43,2896400000;5,5575400000
202200000301;6;8;2022;06:35;2;76;76351;2;1;1;6;Rue de Mulhouse;49,4874500000;0,1421000000
202200000302;5;5;2022;08:35;1;13;13071;1;1;2;2;A7-Sens Marseille vers Lyon;43,4061400000;5,3367000000
202200000303;8;8;2022;08:15;1;69;69266;2;2;7;3;Rue du 4 Août 1789;45,7647300000;4,8845000000
202200000304;4;5;2022;18:35;1;13;13211;1;1;1;6;A50-Sens Aubagne vers Marseille;43,2907477875;5,4875286322
202200000305;6;8;2022;10:40;1;67;67462;1;3;1;2;RD 424;48,2379300000;7,4785700000
202200000306;1;5;2022;20:00;1;13;13215;1;1;1;2;A7-Sens Lyon vers Marseille;43,3664345541;5,3608052872
202200000307;7;8;2022;02:55;5;64;64445;2;1;1;3;boulevard de la Paix;43,3221700000; -0,3668700000
202200000308;4;5;2022;11:30;1;33;33192;1;1;1;2;Rocade Sud-Ouest;44,7894580000; -0,6038600000
202200000309;5;8;2022;14:11;1;63;63113;2;2;1;3;UNION SOVIETIQUE (AVENUE DE L');45,7813000000;3,1047000000
202200000310;2;5;2022;17:37;1;33;33397;1;1;1;2;AUTOROUTE A 10;44,8944140000; -0,4981660000
202200000311;7;8;2022;21:56;3;57;57591;1;1;1;7;CD181;49,2408300000;6,0679800000
202200000312;6;8;2022;03:30;3;56;56121;2;1;1;6;9 Rue vice-amiral Bouvet;47,7493800000; -3,3740150000
202200000313;7;8;2022;18:25;1;54;54304;2;2;1;3;SAPINIERE (RUE DE LA);48,6932600000;6,1279500000
202200000314;5;5;2022;19:30;1;94;94034;1;1;1;4;AUTOROUTE A86;48,7578300000;2,3282900000
202200000315;5;8;2022;17:50;1;52;52448;2;3;1;1;RENAN (RUE ERNEST);48,6420072187;4,9351894855
202200000316;5;5;2022;15:30;1;91;91174;1;1;1;7;RN 104;48,6247500000;2,4708800000
202200000317;5;8;2022;10:05;1;50;50129;2;3;1;6;TRIBUNAUX (RUE DES);49,6380800000; -1,6239000000
202200000318;5;5;2022;08:30;1;92;92002;1;1;1;3;AUTOROUTE A10;48,7319740000;2,3106990000
202200000319;6;8;2022;18:31;1;47;47027;1;1;1;6;RD 236;44,4155000000;0,6619000000
202200000320;8;8;2022;12:00;1;47;47001;2;2;1;3;DE GAULLE (AV. DU GENERAL);44,2059900000;0,6116800000
202200000321;4;5;2022;17:40;1;77;77251;1;1;1;3;RN 104;48,6447670000;2,5434560000
202200000322;8;8;2022;06:00;5;47;47001;2;2;1;3;TOUR (RUE DE LA);44,2052640000;0,6251970000
202200000323;7;8;2022;22:50;5;44;44184;2;1;1;7;Boulevard Georges Charpak;47,2614700000; -2,2620100000
202200000324;4;5;2022;07:00;2;91;91689;1;1;1;4;AUTOROUTE A6B;48,7414300000;2,3212000000
202200000325;29;7;2022;18:10;1;42;42218;2;3;8;6;Avenue de la Libération;45,4370900000;4,3908900000
202200000326;5;5;2022;19:10;1;92;92036;1;1;1;4;AUTOROUTE A15;48,9423087641;2,2895919163
202200000327;5;5;2022;18:30;1;92;92078;1;1;1;2;AUTOROUTE A86;48,9276695515;2,3328449875
202200000328;5;5;2022;20:00;1;93;93066;1;1;1;2;AUTOROUTE A1;48,9186200000;2,3576000000
202200000329;8;8;2022;21:34;5;38;38185;2;2;1;3;PLACE JEAN ACHARD;45,1889700000;5,7293600000
202200000330;9;8;2022;00:30;3;35;35278;1;1;1;6;RD 82;48,1701414333; -1,6936567426
202200000331;5;5;2022;14:00;1;95;95572;1;1;1;2;RN 184;49,0354100000;2,1170100000
202200000332;8;8;2022;21:00;2;35;35238;2;1;1;3;SALLE (BLD JEAN BAPTISTE DE LA);48,1157646679; -1,7045089602
202200000333;5;5;2022;12:55;1;95;95582;1;1;1;3;A15;48,9746867186;2,2441935539
202200000334;8;8;2022;14:30;1;34;34172;2;1;1;4;Rue François-Joseph Gossec;43,5762500000;3,8723400000
202200000335;4;5;2022;14:00;1;93;93005;1;1;1;5;AUTOROUTE A3;48,9668465843;2,4759478569
202200000336;4;5;2022;05:35;3;77;77058;1;1;1;7;A4;48,8290100000;2,7383700000
202200000337;6;8;2022;06:50;2;34;34032;2;1;1;7;Route d’Agde;43,3237520000;3,2490740000
202200000338;4;5;2022;05:40;3;974;97407;2;9;1;6;SACRE COEUR (RD POINT) -RIV. DES GALETS ; -20,9553100000;55,3117200000
202200000339;8;8;2022;19:00;1;33;33162;2;1;1;7;Rue Jean Lahary;44,8862600000; -0,6483300000
202200000340;4;5;2022;20:20;2;69;69259;2;9;2;3;Boulevard Irène Joliot Curie;45,7167823032;4,8772430420
202200000341;25;7;2022;07:45;1;29;29232;1;6;1;3;Rond-Point de Ti Pont Kerroue;48,0167605000; -4,0953481700
202200000342;4;5;2022;09:20;1;69;69388;2;2;1;1;Rue Florent;45,7274300000;4,8785000000
202200000343;4;5;2022;07:20;1;69;69387;1;1;1;2;Boulevard Chambaud de la Bruyère;45,7238300000;4,8423400000
202200000344;7;8;2022;18:35;1;29;29039;1;2;1;2;Rue de Kerose;47,8741235217; -3,8982739449
202200000345;4;5;2022;13:05;1;972;97209;2;1;1;5;BISHOP (Avenue Maurice);14,6130000000; -61,0529500000
202200000346;7;8;2022;19:02;1;29;29039;2;1;1;2;Quai de la Croix;47,8689600000; -3,9174200000
202200000347;4;5;2022;07:02;1;69;69389;2;1;1;6;141 Avenue Sidoine Apollinaire;45,7624400000;4,8041800000
202200000348;4;5;2022;13:00;1;971;97113;1;1;1;6;RN4 - SECTION RIVIERA;16,2116000000; -61,4742000000
202200000349;4;5;2022;21:38;4;2A;2A004;2;1;1;7;NAPOLEON COURS AVANT BEVERINI;41,9229243168;8,7375930547
202200000350;7;8;2022;12:50;1;17;17306;2;9;1;3;AQUITAINE (ALIENOR D') (AVENUE);45,6159300000; -1,0019300000
202200000351;4;5;2022;18:00;1;95;95280;2;3;1;3;Rue Joseph Cugnot;49,0213000000;2,4710200000
202200000352;4;5;2022;15:40;1;91;91471;2;6;1;3;FERME (RUE DE LA);48,6843800000;2,1885900000
202200000353;4;5;2022;10:40;1;91;91097;2;9;1;7;AV JEAN MOULIN;48,6840850000;2,5350230000
202200000354;3;5;2022;09:35;1;91;91223;2;1;1;2;SABLIERE (RUE DE LA)   ZI;48,4525800000;2,1603600000
202200000355;4;4;2022;08:00;1;85;85194;2;1;1;3;89 Avenue françois mitterrand;46,5140540000; -1,7765130000
202200000356;23;3;2022;08:15;1;83;83129;2;3;1;6;POILUS (PLACE DES);43,0925402139;5,8401346207
202200000357;3;5;2022;16:15;1;83;83069;2;1;1;4;AVENUE RITONDALE LEOPOLD;43,1171400000;6,1438000000
202200000358;4;5;2022;06:15;1;77;77131;2;3;1;3;ROND POINT D402 RUE DE LA BUTTE;48,7974000000;3,0740000000
202200000359;4;5;2022;18:15;1;73;73008;2;6;1;2;D1201 - HOPITAUX CARREFOUR DES;45,6966100000;5,9074600000
202200000360;3;5;2022;18:05;1;67;67365;2;1;1;2;LECLERC (RUE DU GENERAL);48,5503800000;7,7111500000
202200000361;30;4;2022;19:15;1;67;67482;2;3;1;2;NEUHOF (ROUTE);48,5458995958;7,7655610442
202200000362;4;5;2022;17:40;1;64;64445;2;4;1;3;HENRI FAISANS;43,3009100000; -0,3596800000
202200000363;3;5;2022;14:25;1;64;64445;2;1;1;3;Boulevard d’Alsace Lorraine;43,3023600000; -0,3603900000
